0.000000000000000000e+00,7.136979150699046315e+00
0.000000000000000000e+00,7.723329092656863182e+00
0.000000000000000000e+00,7.844468122213344330e+00
0.000000000000000000e+00,5.811687664893148586e+00
0.000000000000000000e+00,7.123052565707416406e+00
0.000000000000000000e+00,6.107968591269964165e+00
0.000000000000000000e+00,7.800704816156994070e+00
0.000000000000000000e+00,6.648375110434338708e+00
0.000000000000000000e+00,6.375371718189196457e+00
0.000000000000000000e+00,7.709598997716563318e+00
0.000000000000000000e+00,8.407580741275902270e+00
0.000000000000000000e+00,7.696608863600937767e+00
0.000000000000000000e+00,5.767993327538897930e+00
0.000000000000000000e+00,7.751660585857234054e+00
0.000000000000000000e+00,6.839624410460189097e+00
0.000000000000000000e+00,8.139460431642694616e+00
0.000000000000000000e+00,5.361311725082080315e+00
0.000000000000000000e+00,5.756725605806588320e+00
0.000000000000000000e+00,6.822398294723865497e+00
0.000000000000000000e+00,6.782206583067326378e+00
