0.000000000000000000e+00,3.928541906199285005e+00
0.000000000000000000e+00,2.887634093617166720e+00
0.000000000000000000e+00,2.448433297938128916e+00
0.000000000000000000e+00,2.631488192695270900e+00
0.000000000000000000e+00,3.177105085885778557e+00
0.000000000000000000e+00,2.995066958233619125e+00
0.000000000000000000e+00,3.648364100230398144e+00
0.000000000000000000e+00,2.334211144320973652e+00
0.000000000000000000e+00,3.099400914433336762e+00
0.000000000000000000e+00,3.461696290122951325e+00
0.000000000000000000e+00,3.947113393658375546e+00
0.000000000000000000e+00,3.017436122604856497e+00
0.000000000000000000e+00,2.772567389377706526e+00
0.000000000000000000e+00,3.832659344075647567e+00
0.000000000000000000e+00,2.015020689619210881e+00
0.000000000000000000e+00,2.350521620510614973e+00
0.000000000000000000e+00,3.107065582791927572e+00
0.000000000000000000e+00,3.291170917177501209e+00
0.000000000000000000e+00,4.191291320775753171e+00
0.000000000000000000e+00,1.634231572026642043e+00
